Entity,Code,Year,"Peas, dry | 00000187 || Production | 005510 || tonnes"
Lithuania,LTU,1999,46500
Lithuania,LTU,2000,49700
Lithuania,LTU,2001,30000
Lithuania,LTU,2002,37000
Lithuania,LTU,2003,21600
Lithuania,LTU,2004,22000
Lithuania,LTU,2005,21100
Lithuania,LTU,2006,15800
Lithuania,LTU,2007,24200
Lithuania,LTU,2008,29100
Lithuania,LTU,2009,50300
Lithuania,LTU,2010,42500
Lithuania,LTU,2011,47500
Lithuania,LTU,2012,48400
Lithuania,LTU,2013,50600
Lithuania,LTU,2014,101100
Lithuania,LTU,2015,228765
Lithuania,LTU,2016,398118
Lithuania,LTU,2017,449033
Lithuania,LTU,2018,213690
Lithuania,LTU,2019,155840
Lithuania,LTU,2020,151140
Lithuania,LTU,2021,121060
Low Income Food Deficit Countries (FAO),,1961,1270808
Low Income Food Deficit Countries (FAO),,1962,1328978
Low Income Food Deficit Countries (FAO),,1963,1258723
Low Income Food Deficit Countries (FAO),,1964,902727
Low Income Food Deficit Countries (FAO),,1965,1173284
Low Income Food Deficit Countries (FAO),,1966,1082507
Low Income Food Deficit Countries (FAO),,1967,931803
Low Income Food Deficit Countries (FAO),,1968,1221682
Low Income Food Deficit Countries (FAO),,1969,1231848
Low Income Food Deficit Countries (FAO),,1970,1060983
Low Income Food Deficit Countries (FAO),,1971,1083282
Low Income Food Deficit Countries (FAO),,1972,960619
Low Income Food Deficit Countries (FAO),,1973,704815
Low Income Food Deficit Countries (FAO),,1974,626304
Low Income Food Deficit Countries (FAO),,1975,709535
Low Income Food Deficit Countries (FAO),,1976,783214
Low Income Food Deficit Countries (FAO),,1977,734820
Low Income Food Deficit Countries (FAO),,1978,619087
Low Income Food Deficit Countries (FAO),,1979,626515
Low Income Food Deficit Countries (FAO),,1980,595257
Low Income Food Deficit Countries (FAO),,1981,571362
Low Income Food Deficit Countries (FAO),,1982,586989
Low Income Food Deficit Countries (FAO),,1983,591901
Low Income Food Deficit Countries (FAO),,1984,583517
Low Income Food Deficit Countries (FAO),,1985,546172
Low Income Food Deficit Countries (FAO),,1986,612473
Low Income Food Deficit Countries (FAO),,1987,598865
Low Income Food Deficit Countries (FAO),,1988,574375
Low Income Food Deficit Countries (FAO),,1989,629353
Low Income Food Deficit Countries (FAO),,1990,680650
Low Income Food Deficit Countries (FAO),,1991,909541.94
Low Income Food Deficit Countries (FAO),,1992,783747
Low Income Food Deficit Countries (FAO),,1993,772368
Low Income Food Deficit Countries (FAO),,1994,833318
Low Income Food Deficit Countries (FAO),,1995,946968.2
Low Income Food Deficit Countries (FAO),,1996,915513.94
Low Income Food Deficit Countries (FAO),,1997,1017635.5
Low Income Food Deficit Countries (FAO),,1998,910193.3
Low Income Food Deficit Countries (FAO),,1999,948439.94
Low Income Food Deficit Countries (FAO),,2000,1085145.1
Low Income Food Deficit Countries (FAO),,2001,866550
Low Income Food Deficit Countries (FAO),,2002,969637.9
Low Income Food Deficit Countries (FAO),,2003,923331
Low Income Food Deficit Countries (FAO),,2004,1127246
Low Income Food Deficit Countries (FAO),,2005,1168838.9
Low Income Food Deficit Countries (FAO),,2006,1082078.6
Low Income Food Deficit Countries (FAO),,2007,1036044
Low Income Food Deficit Countries (FAO),,2008,939224.4
Low Income Food Deficit Countries (FAO),,2009,1142828.4
Low Income Food Deficit Countries (FAO),,2010,1204896.2
Low Income Food Deficit Countries (FAO),,2011,1142173.2
Low Income Food Deficit Countries (FAO),,2012,1328354.2
Low Income Food Deficit Countries (FAO),,2013,1547279.1
Low Income Food Deficit Countries (FAO),,2014,1537683.9
Low Income Food Deficit Countries (FAO),,2015,1459984.8
Low Income Food Deficit Countries (FAO),,2016,1316555.2
Low Income Food Deficit Countries (FAO),,2017,1579295.5
Low Income Food Deficit Countries (FAO),,2018,1531609.2
Low Income Food Deficit Countries (FAO),,2019,1390944.5
Low Income Food Deficit Countries (FAO),,2020,1433452.8
Low Income Food Deficit Countries (FAO),,2021,1455235.6
Low-income countries,,1961,179304
Low-income countries,,1962,186448
Low-income countries,,1963,194660
Low-income countries,,1964,186687
Low-income countries,,1965,201521
Low-income countries,,1966,223320
Low-income countries,,1967,217200
Low-income countries,,1968,215001
Low-income countries,,1969,216591
Low-income countries,,1970,229422
Low-income countries,,1971,240762
Low-income countries,,1972,232431
Low-income countries,,1973,171365
Low-income countries,,1974,165626
Low-income countries,,1975,148312
Low-income countries,,1976,152791
Low-income countries,,1977,205283
Low-income countries,,1978,177860
Low-income countries,,1979,205234
Low-income countries,,1980,308595
Low-income countries,,1981,224314
Low-income countries,,1982,240064
Low-income countries,,1983,204684
Low-income countries,,1984,165078
Low-income countries,,1985,154595
Low-income countries,,1986,135471
Low-income countries,,1987,151598
Low-income countries,,1988,136511
Low-income countries,,1989,147480
Low-income countries,,1990,162004
Low-income countries,,1991,245189.19
Low-income countries,,1992,177507.03
Low-income countries,,1993,167405.44
Low-income countries,,1994,142574.03
Low-income countries,,1995,222776.8
Low-income countries,,1996,207479.95
Low-income countries,,1997,233654.48
Low-income countries,,1998,182354.31
Low-income countries,,1999,180232.92
Low-income countries,,2000,202803.88
Low-income countries,,2001,233869
Low-income countries,,2002,293524
Low-income countries,,2003,263618.62
Low-income countries,,2004,333876
Low-income countries,,2005,312163.16
Low-income countries,,2006,304395.62
Low-income countries,,2007,362525
Low-income countries,,2008,394233.06
Low-income countries,,2009,384204
Low-income countries,,2010,405942.25
Low-income countries,,2011,429515.22
Low-income countries,,2012,474110.38
Low-income countries,,2013,534738.5
Low-income countries,,2014,470972.84
Low-income countries,,2015,465347.34
Low-income countries,,2016,487504
Low-income countries,,2017,488430.5
Low-income countries,,2018,469370
Low-income countries,,2019,507692.38
Low-income countries,,2020,493937.03
Low-income countries,,2021,502980.78
Lower-middle-income countries,,1961,1220136
Lower-middle-income countries,,1962,1295251
Lower-middle-income countries,,1963,1216558
Lower-middle-income countries,,1964,872281
Lower-middle-income countries,,1965,1119295
Lower-middle-income countries,,1966,1007855
Lower-middle-income countries,,1967,878359
Lower-middle-income countries,,1968,1187157
Lower-middle-income countries,,1969,1158165
Lower-middle-income countries,,1970,970733
Lower-middle-income countries,,1971,990006
Lower-middle-income countries,,1972,909704
Lower-middle-income countries,,1973,681180
Lower-middle-income countries,,1974,704778
Lower-middle-income countries,,1975,746562
Lower-middle-income countries,,1976,839445
Lower-middle-income countries,,1977,675719
Lower-middle-income countries,,1978,602630
Lower-middle-income countries,,1979,574214
Lower-middle-income countries,,1980,415487
Lower-middle-income countries,,1981,459617
Lower-middle-income countries,,1982,480691
Lower-middle-income countries,,1983,520953
Lower-middle-income countries,,1984,553288
Lower-middle-income countries,,1985,546730
Lower-middle-income countries,,1986,626952
Lower-middle-income countries,,1987,575599
Lower-middle-income countries,,1988,571575
Lower-middle-income countries,,1989,618610
Lower-middle-income countries,,1990,679933
Lower-middle-income countries,,1991,836448.75
Lower-middle-income countries,,1992,3498321.2
Lower-middle-income countries,,1993,3492481.5
Lower-middle-income countries,,1994,3296795
Lower-middle-income countries,,1995,2215885.5
Lower-middle-income countries,,1996,1839327
Lower-middle-income countries,,1997,1816474.5
Lower-middle-income countries,,1998,1525167.9
Lower-middle-income countries,,1999,1410791
Lower-middle-income countries,,2000,1506897.2
Lower-middle-income countries,,2001,1370551.5
Lower-middle-income countries,,2002,1415970.9
Lower-middle-income countries,,2003,1164165.4
Lower-middle-income countries,,2004,1577200.1
Lower-middle-income countries,,2005,1597536
Lower-middle-income countries,,2006,1572117.2
Lower-middle-income countries,,2007,1100644
Lower-middle-income countries,,2008,1155747.8
Lower-middle-income countries,,2009,1423412.8
Lower-middle-income countries,,2010,1414167
Lower-middle-income countries,,2011,1259604.9
Lower-middle-income countries,,2012,1348470.9
Lower-middle-income countries,,2013,1430080.2
Lower-middle-income countries,,2014,1552787.4
Lower-middle-income countries,,2015,1513379.5
Lower-middle-income countries,,2016,1681323.4
Lower-middle-income countries,,2017,2308373.8
Lower-middle-income countries,,2018,1966061.5
Lower-middle-income countries,,2019,1567657.6
Lower-middle-income countries,,2020,1516441.8
Lower-middle-income countries,,2021,1602744.9
Luxembourg,LUX,2000,1235
Luxembourg,LUX,2001,1995
Luxembourg,LUX,2002,1827
Luxembourg,LUX,2003,1792
Luxembourg,LUX,2004,1413
Luxembourg,LUX,2005,1093
Luxembourg,LUX,2006,835
Luxembourg,LUX,2007,689
Luxembourg,LUX,2008,965
Luxembourg,LUX,2009,867
Luxembourg,LUX,2010,762
Luxembourg,LUX,2011,507
Luxembourg,LUX,2012,367
Luxembourg,LUX,2013,753
Luxembourg,LUX,2014,750
Luxembourg,LUX,2015,1156
Luxembourg,LUX,2016,890
Luxembourg,LUX,2017,1383
Luxembourg,LUX,2018,930
Luxembourg,LUX,2019,700
Luxembourg,LUX,2020,970
Luxembourg,LUX,2021,680
Madagascar,MDG,1990,500
Madagascar,MDG,1991,1055.88
Madagascar,MDG,1992,1300
Madagascar,MDG,1993,3000
Madagascar,MDG,1994,6100
Madagascar,MDG,1995,8000
Madagascar,MDG,1996,7500
Madagascar,MDG,1997,7000
Madagascar,MDG,1998,6968.95
Madagascar,MDG,1999,7056.92
Madagascar,MDG,2000,7520
Madagascar,MDG,2001,7400
Madagascar,MDG,2002,7170
Madagascar,MDG,2003,7210
Madagascar,MDG,2004,7480
Madagascar,MDG,2005,17180
Madagascar,MDG,2006,17800
Madagascar,MDG,2007,18440
Madagascar,MDG,2008,19100
Madagascar,MDG,2009,17800
Madagascar,MDG,2010,18012
Madagascar,MDG,2011,18281.27
Madagascar,MDG,2012,20346.17
Madagascar,MDG,2013,19333.43
Madagascar,MDG,2014,19167.17
Madagascar,MDG,2015,21093.33
Madagascar,MDG,2016,19864.64
Madagascar,MDG,2017,19717.71
Madagascar,MDG,2018,20225.23
Madagascar,MDG,2019,19935.86
Madagascar,MDG,2020,19959.6
Madagascar,MDG,2021,20040.23
Malawi,MWI,1991,0
Malawi,MWI,1992,0
Malawi,MWI,1993,0
Malawi,MWI,1994,0
Malawi,MWI,1995,0
Malawi,MWI,1996,0
Malawi,MWI,1997,9000
Malawi,MWI,1998,6000
Malawi,MWI,1999,3000
Malawi,MWI,2000,5472.88
Malawi,MWI,2001,7000
Malawi,MWI,2002,11000
Malawi,MWI,2003,12000
Malawi,MWI,2004,23000
Malawi,MWI,2005,20000
Malawi,MWI,2006,20000
Malawi,MWI,2007,23000
Malawi,MWI,2008,20000
Malawi,MWI,2009,15000
Malawi,MWI,2010,24000
Malawi,MWI,2011,42000
Malawi,MWI,2012,42000
Malawi,MWI,2013,40000
Malawi,MWI,2014,40000
Malawi,MWI,2015,40000
Malawi,MWI,2016,42000
Malawi,MWI,2017,31690
Malawi,MWI,2018,31990
Malawi,MWI,2019,38930
Malawi,MWI,2020,40840
Malawi,MWI,2021,42617.75
Malta,MLT,2018,0
Malta,MLT,2019,0
Malta,MLT,2020,0
Malta,MLT,2021,0
Mauritania,MRT,1990,1000
Mauritania,MRT,1991,1033.75
Mauritania,MRT,1992,2000
Mauritania,MRT,1993,2392.52
Mauritania,MRT,1994,3000
Mauritania,MRT,1995,3465.38
Mauritania,MRT,1996,4000
Mauritania,MRT,1997,5000
Mauritania,MRT,1998,6000
Mauritania,MRT,1999,7000
Mauritania,MRT,2000,7600
Mauritania,MRT,2001,9900
Mauritania,MRT,2002,10000
Mauritania,MRT,2003,10106.38
Mauritania,MRT,2004,10449.4
Mauritania,MRT,2005,10318.73
Mauritania,MRT,2006,10494.34
Mauritania,MRT,2007,11267.99
Mauritania,MRT,2008,11082.31
Mauritania,MRT,2009,11539.52
Mauritania,MRT,2010,10000
Mauritania,MRT,2011,11000
Mauritania,MRT,2012,7500
Mauritania,MRT,2013,8500
Mauritania,MRT,2014,9140
Mauritania,MRT,2015,9695
Mauritania,MRT,2016,9545
Mauritania,MRT,2017,9409.77
Mauritania,MRT,2018,9549.92
Mauritania,MRT,2019,9501.56
Mauritania,MRT,2020,9487.08
Mauritania,MRT,2021,9512.86
Mexico,MEX,1961,5448
Mexico,MEX,1962,4723
Mexico,MEX,1963,4934
Mexico,MEX,1964,5066
Mexico,MEX,1965,5125
Mexico,MEX,1966,5222
Mexico,MEX,1967,3719
Mexico,MEX,1968,3363
Mexico,MEX,1969,3263
Mexico,MEX,1970,3682
Mexico,MEX,1971,1887
Mexico,MEX,1972,2386
Mexico,MEX,1973,2682
Mexico,MEX,1974,2520
Mexico,MEX,1975,2662
Mexico,MEX,1976,2998
Mexico,MEX,1977,2287
Mexico,MEX,1978,2286
Mexico,MEX,1979,2916
Mexico,MEX,1980,5433
Mexico,MEX,1981,4228
Mexico,MEX,1982,969
Mexico,MEX,1983,843
Mexico,MEX,1984,2420
Mexico,MEX,1985,1240
Mexico,MEX,1986,1683
Mexico,MEX,1987,2132
Mexico,MEX,1988,2060
Mexico,MEX,1989,1455
Mexico,MEX,1990,2662
Mexico,MEX,1991,2310
Mexico,MEX,1992,2772
Mexico,MEX,1993,2484
Mexico,MEX,1994,2557
Mexico,MEX,1995,2082
Mexico,MEX,1996,2474
Mexico,MEX,1997,2377
Mexico,MEX,1998,1330
Mexico,MEX,1999,2678
Mexico,MEX,2000,3293
Mexico,MEX,2001,4166
Mexico,MEX,2002,3626
Mexico,MEX,2003,8212
Mexico,MEX,2004,4210
Mexico,MEX,2005,1811
Mexico,MEX,2006,3787
Mexico,MEX,2007,4010
Mexico,MEX,2008,1800
Mexico,MEX,2009,2033
Mexico,MEX,2010,1969
Mexico,MEX,2011,1424
Mexico,MEX,2012,2760
Mexico,MEX,2013,2272
Mexico,MEX,2014,2961.98
Mexico,MEX,2015,3043.33
Mexico,MEX,2016,2437.86
Mexico,MEX,2017,2069.65
Mexico,MEX,2018,1876.32
Mexico,MEX,2019,1967.3
Mexico,MEX,2020,2200.57
Mexico,MEX,2021,2025.47
Middle Africa (FAO),,1961,2700
Middle Africa (FAO),,1962,2800
Middle Africa (FAO),,1963,2900
Middle Africa (FAO),,1964,3000
Middle Africa (FAO),,1965,3100
Middle Africa (FAO),,1966,3200
Middle Africa (FAO),,1967,3300
Middle Africa (FAO),,1968,3400
Middle Africa (FAO),,1969,3500
Middle Africa (FAO),,1970,3600
Middle Africa (FAO),,1971,3700
Middle Africa (FAO),,1972,3800
Middle Africa (FAO),,1973,3850
Middle Africa (FAO),,1974,3900
Middle Africa (FAO),,1975,3935
Middle Africa (FAO),,1976,3960
Middle Africa (FAO),,1977,4085
Middle Africa (FAO),,1978,4100
Middle Africa (FAO),,1979,4150
Middle Africa (FAO),,1980,4200
Middle Africa (FAO),,1981,4250
Middle Africa (FAO),,1982,4300
Middle Africa (FAO),,1983,4350
Middle Africa (FAO),,1984,4400
Middle Africa (FAO),,1985,4500
Middle Africa (FAO),,1986,4600
Middle Africa (FAO),,1987,4700
Middle Africa (FAO),,1988,4800
Middle Africa (FAO),,1989,5000
Middle Africa (FAO),,1990,5196
Middle Africa (FAO),,1991,5059.31
Middle Africa (FAO),,1992,4806.03
Middle Africa (FAO),,1993,5152.93
Middle Africa (FAO),,1994,5411.03
Middle Africa (FAO),,1995,5553
Middle Africa (FAO),,1996,5694
Middle Africa (FAO),,1997,5537
Middle Africa (FAO),,1998,5781
Middle Africa (FAO),,1999,5927
Middle Africa (FAO),,2000,6075
Middle Africa (FAO),,2001,6373.98
Middle Africa (FAO),,2002,6765
Middle Africa (FAO),,2003,6790
Middle Africa (FAO),,2004,6734.55
Middle Africa (FAO),,2005,6733.03
Middle Africa (FAO),,2006,6744.62
Middle Africa (FAO),,2007,6640
Middle Africa (FAO),,2008,6840
Middle Africa (FAO),,2009,7142.9
Middle Africa (FAO),,2010,7410
Middle Africa (FAO),,2011,7480
Middle Africa (FAO),,2012,7846
Middle Africa (FAO),,2013,7959
Middle Africa (FAO),,2014,7952.25
Middle Africa (FAO),,2015,7972.4
Middle Africa (FAO),,2016,8058.18
Middle Africa (FAO),,2017,8168.51
Middle Africa (FAO),,2018,8325.61
Middle Africa (FAO),,2019,8211.9
Middle Africa (FAO),,2020,8261.34
Middle Africa (FAO),,2021,8292.28
Moldova,MDA,1992,103660
Moldova,MDA,1993,92640
Moldova,MDA,1994,51750
Moldova,MDA,1995,39555
Moldova,MDA,1996,16133
Moldova,MDA,1997,35171
Moldova,MDA,1998,46550
Moldova,MDA,1999,34308
Moldova,MDA,2000,15019
Moldova,MDA,2001,37793
Moldova,MDA,2002,24587
Moldova,MDA,2003,9645
Moldova,MDA,2004,28864
Moldova,MDA,2005,33903
Moldova,MDA,2006,33826
Moldova,MDA,2007,7935
Moldova,MDA,2008,18219
Moldova,MDA,2009,15401
Moldova,MDA,2010,21453
Moldova,MDA,2011,13322
Moldova,MDA,2012,10064
Moldova,MDA,2013,9875
Moldova,MDA,2014,13727
Moldova,MDA,2015,10701
Moldova,MDA,2016,26598
Moldova,MDA,2017,53457
Moldova,MDA,2018,31832
Moldova,MDA,2019,33995
Moldova,MDA,2020,13010
Moldova,MDA,2021,23600
Montenegro,MNE,2006,1050
Montenegro,MNE,2007,1100
Montenegro,MNE,2008,1200
Montenegro,MNE,2009,1350
Montenegro,MNE,2010,1400
Montenegro,MNE,2011,1344.66
Montenegro,MNE,2012,1300
Montenegro,MNE,2013,1400
Montenegro,MNE,2014,1400
Montenegro,MNE,2015,1397.6
Montenegro,MNE,2016,1400.27
Montenegro,MNE,2017,1402.78
Montenegro,MNE,2018,1416.63
Montenegro,MNE,2019,1413.4
Montenegro,MNE,2020,1417.83
Montenegro,MNE,2021,1422.26
Morocco,MAR,1961,25000
Morocco,MAR,1962,45000
Morocco,MAR,1963,32000
Morocco,MAR,1964,35000
Morocco,MAR,1965,40000
Morocco,MAR,1966,33500
Morocco,MAR,1967,31400
Morocco,MAR,1968,51850
Morocco,MAR,1969,34000
Morocco,MAR,1970,33400
Morocco,MAR,1971,48200
Morocco,MAR,1972,61900
Morocco,MAR,1973,37090
Morocco,MAR,1974,124330
Morocco,MAR,1975,98570
Morocco,MAR,1976,112180
Morocco,MAR,1977,33330
Morocco,MAR,1978,45670
Morocco,MAR,1979,37347
Morocco,MAR,1980,27247
Morocco,MAR,1981,8800
Morocco,MAR,1982,21800
Morocco,MAR,1983,22220
Morocco,MAR,1984,27580
Morocco,MAR,1985,48100
Morocco,MAR,1986,41890
Morocco,MAR,1987,22220
Morocco,MAR,1988,38660
Morocco,MAR,1989,38830
Morocco,MAR,1990,63270
Morocco,MAR,1991,67700
Morocco,MAR,1992,10350
Morocco,MAR,1993,49500
Morocco,MAR,1994,28750
Morocco,MAR,1995,3910
Morocco,MAR,1996,27630
Morocco,MAR,1997,15770
Morocco,MAR,1998,21790
Morocco,MAR,1999,10720
Morocco,MAR,2000,6090
Morocco,MAR,2001,12790
Morocco,MAR,2002,21570
Morocco,MAR,2003,22750
Morocco,MAR,2004,25870
Morocco,MAR,2005,14320
Morocco,MAR,2006,24300
Morocco,MAR,2007,11910
Morocco,MAR,2008,15570
Morocco,MAR,2009,27590
Morocco,MAR,2010,25840
Morocco,MAR,2011,39788
Morocco,MAR,2012,29382
Morocco,MAR,2013,37072.4
Morocco,MAR,2014,23416.5
Morocco,MAR,2015,34781.75
Morocco,MAR,2016,6342.75
Morocco,MAR,2017,25363.54
Morocco,MAR,2018,35469.94
Morocco,MAR,2019,18101.1
Morocco,MAR,2020,14077
Morocco,MAR,2021,6931.92
Myanmar,MMR,1961,6302
Myanmar,MMR,1962,4109
Myanmar,MMR,1963,15184
Myanmar,MMR,1964,12912
Myanmar,MMR,1965,10162
Myanmar,MMR,1966,11463
Myanmar,MMR,1967,11293
Myanmar,MMR,1968,11827
Myanmar,MMR,1969,16814
Myanmar,MMR,1970,16155
Myanmar,MMR,1971,15382
Myanmar,MMR,1972,15890
Myanmar,MMR,1973,11177
Myanmar,MMR,1974,9689
Myanmar,MMR,1975,12090
Myanmar,MMR,1976,17209
Myanmar,MMR,1977,17236
Myanmar,MMR,1978,18996
Myanmar,MMR,1979,20487
Myanmar,MMR,1980,13132
Myanmar,MMR,1981,14977
Myanmar,MMR,1982,20000
Myanmar,MMR,1983,20000
Myanmar,MMR,1984,23200
Myanmar,MMR,1985,24000
Myanmar,MMR,1986,21100
Myanmar,MMR,1987,19432
Myanmar,MMR,1988,11953
Myanmar,MMR,1989,8622
Myanmar,MMR,1990,13847
Myanmar,MMR,1991,13880
Myanmar,MMR,1992,15100
Myanmar,MMR,1993,20200
Myanmar,MMR,1994,20800
Myanmar,MMR,1995,25000
Myanmar,MMR,1996,24000
Myanmar,MMR,1997,24000
Myanmar,MMR,1998,27000
Myanmar,MMR,1999,26000
Myanmar,MMR,2000,28000
Myanmar,MMR,2001,30000
Myanmar,MMR,2002,33000
Myanmar,MMR,2003,37800
Myanmar,MMR,2004,44400
Myanmar,MMR,2005,43400
Myanmar,MMR,2006,45300
Myanmar,MMR,2007,55900
Myanmar,MMR,2008,59800
Myanmar,MMR,2009,57500
Myanmar,MMR,2010,61000
Myanmar,MMR,2011,55000
Myanmar,MMR,2012,46332
Myanmar,MMR,2013,48569
Myanmar,MMR,2014,48713
Myanmar,MMR,2015,50155
Myanmar,MMR,2016,47217
Myanmar,MMR,2017,42275
Myanmar,MMR,2018,41216
Myanmar,MMR,2019,40510
Myanmar,MMR,2020,36344
Myanmar,MMR,2021,33320.68
Net Food Importing Developing Countries (FAO),,1961,369661
Net Food Importing Developing Countries (FAO),,1962,398381
Net Food Importing Developing Countries (FAO),,1963,406783
Net Food Importing Developing Countries (FAO),,1964,409959
Net Food Importing Developing Countries (FAO),,1965,406973
Net Food Importing Developing Countries (FAO),,1966,438913
Net Food Importing Developing Countries (FAO),,1967,451564
Net Food Importing Developing Countries (FAO),,1968,467495
Net Food Importing Developing Countries (FAO),,1969,434493
Net Food Importing Developing Countries (FAO),,1970,445111
Net Food Importing Developing Countries (FAO),,1971,466902
Net Food Importing Developing Countries (FAO),,1972,493765
Net Food Importing Developing Countries (FAO),,1973,400299
Net Food Importing Developing Countries (FAO),,1974,500253
Net Food Importing Developing Countries (FAO),,1975,427972
Net Food Importing Developing Countries (FAO),,1976,458156
Net Food Importing Developing Countries (FAO),,1977,458539
Net Food Importing Developing Countries (FAO),,1978,433418
Net Food Importing Developing Countries (FAO),,1979,433152
Net Food Importing Developing Countries (FAO),,1980,515055
Net Food Importing Developing Countries (FAO),,1981,408336
Net Food Importing Developing Countries (FAO),,1982,441196
Net Food Importing Developing Countries (FAO),,1983,403988
Net Food Importing Developing Countries (FAO),,1984,371751
Net Food Importing Developing Countries (FAO),,1985,391535
Net Food Importing Developing Countries (FAO),,1986,367690
Net Food Importing Developing Countries (FAO),,1987,369867
Net Food Importing Developing Countries (FAO),,1988,362853
Net Food Importing Developing Countries (FAO),,1989,380147
Net Food Importing Developing Countries (FAO),,1990,390485
Net Food Importing Developing Countries (FAO),,1991,487883.94
Net Food Importing Developing Countries (FAO),,1992,351365.03
Net Food Importing Developing Countries (FAO),,1993,388478.97
Net Food Importing Developing Countries (FAO),,1994,338499.03
Net Food Importing Developing Countries (FAO),,1995,409267.16
Net Food Importing Developing Countries (FAO),,1996,435818.66
Net Food Importing Developing Countries (FAO),,1997,437822.75
Net Food Importing Developing Countries (FAO),,1998,413890.1
Net Food Importing Developing Countries (FAO),,1999,402397.9
Net Food Importing Developing Countries (FAO),,2000,423655.94
Net Food Importing Developing Countries (FAO),,2001,440447.22
Net Food Importing Developing Countries (FAO),,2002,504469.88
Net Food Importing Developing Countries (FAO),,2003,479953
Net Food Importing Developing Countries (FAO),,2004,560156.5
Net Food Importing Developing Countries (FAO),,2005,514261.44
Net Food Importing Developing Countries (FAO),,2006,525799.7
Net Food Importing Developing Countries (FAO),,2007,608058
Net Food Importing Developing Countries (FAO),,2008,656288.2
Net Food Importing Developing Countries (FAO),,2009,672069.06
Net Food Importing Developing Countries (FAO),,2010,709476.25
Net Food Importing Developing Countries (FAO),,2011,743637.7
Net Food Importing Developing Countries (FAO),,2012,780102.4
Net Food Importing Developing Countries (FAO),,2013,869689.44
Net Food Importing Developing Countries (FAO),,2014,753976.1
Net Food Importing Developing Countries (FAO),,2015,725436.7
Net Food Importing Developing Countries (FAO),,2016,693879.06
Net Food Importing Developing Countries (FAO),,2017,697740.25
Net Food Importing Developing Countries (FAO),,2018,676393.44
Net Food Importing Developing Countries (FAO),,2019,689398.25
Net Food Importing Developing Countries (FAO),,2020,672503.2
Net Food Importing Developing Countries (FAO),,2021,669685.1
Netherlands,NLD,1961,85795
Netherlands,NLD,1962,70531
Netherlands,NLD,1963,73000
Netherlands,NLD,1964,68988
Netherlands,NLD,1965,44395
Netherlands,NLD,1966,34584
Netherlands,NLD,1967,48386
Netherlands,NLD,1968,35757
Netherlands,NLD,1969,40095
Netherlands,NLD,1970,38770
Netherlands,NLD,1971,31042
Netherlands,NLD,1972,10589
Netherlands,NLD,1973,12427
Netherlands,NLD,1974,23286
Netherlands,NLD,1975,21917
Netherlands,NLD,1976,15903
Netherlands,NLD,1977,13232
Netherlands,NLD,1978,18360
Netherlands,NLD,1979,14400
Netherlands,NLD,1980,14800
Netherlands,NLD,1981,15297
Netherlands,NLD,1982,28153
Netherlands,NLD,1983,31773
Netherlands,NLD,1984,56406
Netherlands,NLD,1985,71290
Netherlands,NLD,1986,124376
Netherlands,NLD,1987,121552
Netherlands,NLD,1988,108000
Netherlands,NLD,1989,75000
Netherlands,NLD,1990,61000
Netherlands,NLD,1991,30000
Netherlands,NLD,1992,22200
Netherlands,NLD,1993,13900
Netherlands,NLD,1994,10500
Netherlands,NLD,1995,5000
Netherlands,NLD,1996,7589
Netherlands,NLD,1997,5100
Netherlands,NLD,1998,5000
Netherlands,NLD,1999,7100
Netherlands,NLD,2000,6000
Netherlands,NLD,2001,7000
Netherlands,NLD,2002,7000
Netherlands,NLD,2003,10000
Netherlands,NLD,2004,10700
Netherlands,NLD,2005,9800
Netherlands,NLD,2006,4600
Netherlands,NLD,2007,3400
Netherlands,NLD,2008,4200
Netherlands,NLD,2009,5600
Netherlands,NLD,2010,4500
Netherlands,NLD,2011,2052.68
Netherlands,NLD,2012,2529.59
Netherlands,NLD,2013,3000
Netherlands,NLD,2014,3124.84
Netherlands,NLD,2015,2507.82
Netherlands,NLD,2016,2563.04
Netherlands,NLD,2017,2563.04
New Zealand,NZL,1961,25330
New Zealand,NZL,1962,20764
New Zealand,NZL,1963,27229
New Zealand,NZL,1964,29984
New Zealand,NZL,1965,23890
New Zealand,NZL,1966,28797
New Zealand,NZL,1967,32195
New Zealand,NZL,1968,36278
New Zealand,NZL,1969,56617
New Zealand,NZL,1970,49207
New Zealand,NZL,1971,51444
New Zealand,NZL,1972,57518
New Zealand,NZL,1973,59733
New Zealand,NZL,1974,52892
New Zealand,NZL,1975,47522
New Zealand,NZL,1976,54515
New Zealand,NZL,1977,45023
New Zealand,NZL,1978,59051
New Zealand,NZL,1979,63407
New Zealand,NZL,1980,69252
New Zealand,NZL,1981,54379
New Zealand,NZL,1982,52603
New Zealand,NZL,1983,76832
New Zealand,NZL,1984,76200
New Zealand,NZL,1985,75600
New Zealand,NZL,1986,64500
New Zealand,NZL,1987,106036
New Zealand,NZL,1988,73808
New Zealand,NZL,1989,47307
New Zealand,NZL,1990,57379
New Zealand,NZL,1991,65064
New Zealand,NZL,1992,75290
New Zealand,NZL,1993,63300
New Zealand,NZL,1994,59900
New Zealand,NZL,1995,56448
New Zealand,NZL,1996,46373
New Zealand,NZL,1997,49750
New Zealand,NZL,1998,66200
New Zealand,NZL,1999,52200
New Zealand,NZL,2000,64000
New Zealand,NZL,2001,37700
New Zealand,NZL,2002,29457
New Zealand,NZL,2003,31200
New Zealand,NZL,2004,31912
New Zealand,NZL,2005,29068
New Zealand,NZL,2006,22506
